,Bastin_both,Bastin,our_both,our,Tolgyesi_both,Tolgyesi,our_both,our,Mo_both,Mo,our_both,our,Walker_both,Walker,our_both,our,FLRO_both,FLRO,our_both,our
AREA,572.27,216.07,474.24,14.16,501.61,173.05,468.18,20.22,571.42,210.29,473.18,15.21,840.58,483.41,282.73,205.67,571.86,105.13,249.89,238.50
